 Epoch \ PRN        R01        R02        R03        R04        R05        R06        R07        R08        R09        R10        R11        R12        R13        R14        R15        R16        R17        R18        R19        R20        R21        R22        R23        R24
 Epoch 0047:   69.37353   71.00864    0.00000    0.00000    0.00000    0.00000    0.00000   87.91895    0.00000    0.00000   70.84140   71.04606    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.88839   93.05125    0.00000    0.00000
 Epoch 0048:   69.45638   70.96781    0.00000    0.00000    0.00000    0.00000    0.00000   88.13259    0.00000    0.00000   70.85874   71.00789    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.74719   92.77430    0.00000    0.00000
 Epoch 0049:   69.43391   70.88713    0.00000    0.00000    0.00000    0.00000    0.00000   88.25854    0.00000    0.00000   70.84926   70.88836    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.61712   92.40001    0.00000    0.00000
 Epoch 0050:   69.50788   70.98192    0.00000    0.00000    0.00000    0.00000    0.00000   88.48169    0.00000    0.00000   70.88294   70.87959    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.52347   92.15019    0.00000    0.00000
 Epoch 0051:   69.52677   70.95929    0.00000    0.00000    0.00000    0.00000    0.00000   88.66829    0.00000    0.00000   70.86689   70.77129    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.45786   91.84835    0.00000    0.00000
 Epoch 0052:   69.51218   70.87436    0.00000    0.00000    0.00000    0.00000    0.00000   88.78313    0.00000    0.00000   70.82555   70.67495    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.33528   91.56858    0.00000    0.00000
 Epoch 0053:   69.54592   70.86010    0.00000    0.00000    0.00000    0.00000    0.00000   88.99734    0.00000    0.00000   70.82832   70.59859    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.27505   91.37248    0.00000    0.00000
 Epoch 0054:   69.59919   70.80717    0.00000    0.00000    0.00000    0.00000    0.00000   89.15859    0.00000    0.00000   70.83953   70.53303    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.13996   91.11365    0.00000    0.00000
 Epoch 0055:   69.63728   70.83925    0.00000    0.00000    0.00000    0.00000    0.00000   89.38674    0.00000    0.00000   70.86067   70.48001    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   74.06468   91.00111    0.00000    0.00000
 Epoch 0056:   69.67079   70.83322    0.00000    0.00000    0.00000    0.00000    0.00000   89.56941    0.00000    0.00000   70.82804   70.39506    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.93051   90.81270    0.00000    0.00000
 Epoch 0057:   69.72086   70.81610    0.00000    0.00000    0.00000    0.00000    0.00000   89.76447    0.00000    0.00000   70.81155   70.33382    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.80057   90.59498    0.00000    0.00000
 Epoch 0058:   69.76504   70.81299    0.00000    0.00000    0.00000    0.00000    0.00000   89.96691    0.00000    0.00000   70.84996   70.29857    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.71463   90.43014    0.00000    0.00000
 Epoch 0059:   69.80213   70.78846    0.00000    0.00000    0.00000    0.00000    0.00000   90.14747    0.00000    0.00000   70.89007   70.19971    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.61423   90.27666    0.00000    0.00000
 Epoch 0060:   69.82811   70.74096    0.00000    0.00000    0.00000    0.00000    0.00000   90.29515    0.00000    0.00000   70.83128   70.14164    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.52683   90.02713    0.00000    0.00000
 Epoch 0061:   69.85063   70.72579    0.00000    0.00000    0.00000    0.00000    0.00000   90.47941    0.00000    0.00000   70.83286   70.07703    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.44835   89.77888    0.00000    0.00000
 Epoch 0062:   69.90693   70.71321    0.00000    0.00000    0.00000    0.00000    0.00000   90.64452    0.00000    0.00000   70.83871   70.00550    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.33755   89.55280    0.00000    0.00000
 Epoch 0063:   69.97064   70.75250    0.00000    0.00000    0.00000    0.00000    0.00000   90.85667    0.00000    0.00000   70.84571   69.96990    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.28160   89.33165    0.00000    0.00000
 Epoch 0064:   70.07868   70.80519    0.00000    0.00000    0.00000    0.00000    0.00000   91.06433    0.00000    0.00000   70.92052   69.98850    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.18293   89.05435    0.00000    0.00000
 Epoch 0065:   70.11262   70.74058    0.00000    0.00000    0.00000    0.00000    0.00000   91.22907    0.00000    0.00000   70.87851   69.92043    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   73.06439   88.75677    0.00000    0.00000
 Epoch 0066:   70.19152   70.76631    0.00000    0.00000    0.00000    0.00000    0.00000   91.37952    0.00000    0.00000   70.88159   69.90062    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.95600   88.51435    0.00000    0.00000
 Epoch 0067:   70.23431   70.75813    0.00000    0.00000    0.00000    0.00000    0.00000   91.56199    0.00000    0.00000   70.90013   69.82687    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.88919   88.25811    0.00000    0.00000
 Epoch 0068:   70.29214   70.81273    0.00000    0.00000    0.00000    0.00000    0.00000   91.71472    0.00000    0.00000   70.90808   69.80171    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.82620   88.03034    0.00000    0.00000
 Epoch 0069:   70.33844   70.82584    0.00000    0.00000    0.00000    0.00000    0.00000   91.86055    0.00000    0.00000   70.97029   69.76042    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.74383   87.72335    0.00000    0.00000
 Epoch 0070:   70.35801   70.82363    0.00000    0.00000    0.00000    0.00000    0.00000   91.98845    0.00000    0.00000   70.91483   69.70489    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.60401   87.46943    0.00000    0.00000
 Epoch 0071:   70.42543   70.82378    0.00000    0.00000    0.00000    0.00000    0.00000   92.09933    0.00000    0.00000   70.89863   69.65021    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.48287   87.22225    0.00000    0.00000
 Epoch 0072:   70.42284   70.80826    0.00000    0.00000    0.00000    0.00000    0.00000   92.14908    0.00000    0.00000   70.84442   69.58619    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.34027   86.97683    0.00000    0.00000
 Epoch 0073:   70.43595   70.78687    0.00000    0.00000    0.00000    0.00000    0.00000   92.21189    0.00000    0.00000   70.82176   69.48664    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.24094   86.73621    0.00000    0.00000
 Epoch 0074:   70.47398   70.77060    0.00000    0.00000    0.00000    0.00000    0.00000   92.30153    0.00000    0.00000   70.84877   69.46789    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.15855   86.57166    0.00000    0.00000
 Epoch 0075:   70.56853   70.82321    0.00000    0.00000    0.00000    0.00000    0.00000   92.42555    0.00000    0.00000   70.87543   69.45158    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.12741   86.46429    0.00000    0.00000
 Epoch 0076:   70.58847   70.82068    0.00000    0.00000    0.00000    0.00000    0.00000   92.49927    0.00000    0.00000   70.87729   69.40738    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   72.02046   86.23537    0.00000    0.00000
 Epoch 0077:   70.61734   70.80056    0.00000    0.00000    0.00000    0.00000    0.00000   92.50787    0.00000    0.00000   70.82877   69.31152    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.84973   85.98349    0.00000    0.00000
 Epoch 0078:   70.62599   70.78704    0.00000    0.00000    0.00000    0.00000    0.00000   92.50416    0.00000    0.00000   70.78840   69.25283    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.73997   85.78581    0.00000    0.00000
 Epoch 0079:   70.64571   70.74735    0.00000    0.00000    0.00000    0.00000    0.00000   92.51273    0.00000    0.00000   70.76589   69.13067    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.62421   85.54841    0.00000    0.00000
 Epoch 0080:   70.67518   70.71686    0.00000    0.00000    0.00000    0.00000    0.00000   92.54390    0.00000    0.00000   70.77574   69.07705    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.50423   85.31164    0.00000    0.00000
 Epoch 0081:   70.66864   70.62964    0.00000    0.00000    0.00000    0.00000    0.00000   92.48396    0.00000    0.00000   70.77041   68.94898    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.37803   84.99805    0.00000    0.00000
 Epoch 0082:   70.71246   70.57059    0.00000    0.00000    0.00000    0.00000    0.00000   92.47180    0.00000    0.00000   70.75352   68.91234    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.27770   84.72317    0.00000    0.00000
 Epoch 0083:   70.74433   70.51018    0.00000    0.00000    0.00000    0.00000    0.00000   92.44149    0.00000    0.00000   70.70635   68.85282    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.20690   84.45423    0.00000    0.00000
 Epoch 0084:   70.82594   70.50233    0.00000    0.00000    0.00000    0.00000    0.00000   92.41587    0.00000    0.00000   70.73822   68.81744    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.12864   84.25791    0.00000    0.00000
 Epoch 0085:   70.91359   70.54881    0.00000    0.00000    0.00000    0.00000    0.00000   92.42732    0.00000    0.00000   70.77434   68.80408    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   71.08282   84.15062    0.00000    0.00000
 Epoch 0086:   70.96178   70.53886    0.00000    0.00000    0.00000    0.00000    0.00000   92.39304    0.00000    0.00000   70.75957   68.74467    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.97028   83.94191    0.00000    0.00000
