       PRN01       PRN02       PRN03       PRN04       PRN05       PRN06       PRN07       PRN08       PRN09       PRN10       PRN11       PRN12       PRN13       PRN14       PRN15       PRN16       PRN17       PRN18       PRN19       PRN20       PRN21       PRN22       PRN23       PRN24       PRN25       PRN26       PRN27       PRN28       PRN29       PRN30       PRN31       PRN32       PRN33       PRN34       PRN35       PRN36
         nan  146.735132  112.283721  111.050425   66.892653         nan  133.351575  193.286197   76.239555   77.977318   66.823482   89.841587  141.318567         nan  154.223690         nan         nan  115.071510  114.704926         nan  115.397749         nan         nan   76.544751   67.792115  125.869484  127.094131         nan         nan  198.329393  107.424379         nan  111.771422  133.155749         nan   60.213786
         nan  146.733700  112.227140  111.069687   66.847489         nan  133.437355  193.652692   76.543817   77.921666   66.711398   89.840241  141.237596         nan  154.090433         nan         nan  115.070810  114.706848         nan  115.406378         nan         nan   76.646022   67.299732  125.878234  127.209809         nan         nan  198.179221  107.445949         nan  111.826565  132.868302         nan   59.995323
         nan  146.732103  112.171506  111.088757   66.801546         nan  133.523461  194.021335   76.846969   77.866694   66.599727   89.839639  141.156430         nan  153.957606         nan         nan  115.070092  114.708749         nan  115.415079         nan         nan   76.746735   66.804164  125.886487  127.326521         nan         nan  198.030778  107.467328         nan  111.881733  132.580276         nan   59.776739
         nan  146.730337  112.116807  111.107637   66.754817         nan  133.609892  194.392100   77.148987   77.812406   66.488473   89.839784  141.075077         nan  153.825216         nan         nan  115.069356  114.710628         nan  115.423850         nan         nan   76.846895   66.305488  125.894247  127.444271         nan         nan  197.884051  107.488519         nan  111.936922  132.291642         nan   59.558043
         nan  146.728395  112.063031  111.126329   66.707289         nan  133.696648  194.764956   77.449843   77.758807   66.377644   89.840676  140.993544         nan  153.693267         nan         nan  115.068603  114.712484         nan  115.432694         nan         nan   76.946511   65.803788  125.901514  127.563062         nan         nan  197.739025  107.509523         nan  111.992126  132.002367         nan   59.339246
         nan  146.726274  112.010166  111.144836   66.658954         nan  133.783731  195.139875   77.749515   77.705900   66.267244   89.842317  140.911839         nan  153.561765         nan         nan  115.067832  114.714320         nan  115.441609         nan         nan   77.045589   65.299146  125.908291  127.682894         nan         nan  197.595684  107.530343         nan  112.047339  131.712419         nan   59.120359
         nan  146.723969  111.958199  111.163158   66.609802         nan  133.871140  195.516824   78.047976   77.653692   66.157281   89.844710  140.829969         nan  153.430716         nan         nan  115.067043  114.716134         nan  115.450596         nan         nan   77.144138   64.791652  125.914578  127.803772         nan         nan  197.454016  107.550981         nan  112.102556  131.421766         nan   58.901394
         nan  146.721474  111.907120  111.181297   66.559821         nan  133.958877  195.895772   78.345204   77.602186   66.047760   89.847854  140.747941         nan  153.300125         nan         nan  115.066238  114.717926         nan  115.459657         nan         nan   77.242165   64.281396  125.920378  127.925696         nan         nan  197.314006  107.571439         nan  112.157771  131.130375         nan   58.682360
         nan  146.718785  111.856916  111.199256   66.509002         nan  134.046942  196.276685   78.641176   77.551386   65.938687   89.851752  140.665762         nan  153.169998         nan         nan  115.065417  114.719698         nan  115.468790         nan         nan   77.339676   63.768472  125.925692  128.048668         nan         nan  197.175639  107.591719         nan  112.212978  130.838212         nan   58.463269
         nan  146.715896  111.807576  111.217035   66.457333         nan  134.135337  196.659526   78.935867   77.501297   65.830068   89.856405  140.583441         nan  153.040340         nan         nan  115.064578  114.721448         nan  115.477998         nan         nan   77.436679   63.252978  125.930524  128.172691         nan         nan  197.038902  107.611824         nan  112.268173  130.545242         nan   58.244132
         nan  146.712804  111.759089  111.234637   66.404805         nan  134.224061  197.044261   79.229257   77.451922   65.721910   89.861815  140.500984         nan  152.911156         nan         nan  115.063724  114.723178         nan  115.487279         nan         nan   77.533181   62.735013  125.934874  128.297766         nan         nan  196.903779  107.631754         nan  112.323349  130.251432         nan   58.024959
         nan  146.709502  111.711444  111.252063   66.351406         nan  134.313116  197.430851   79.521324   77.403268   65.614217   89.867982  140.418398         nan  152.782451         nan         nan  115.062854  114.724888         nan  115.496635         nan         nan   77.629188   62.214679  125.938744  128.423894         nan         nan  196.770259  107.651513         nan  112.378501  129.956745         nan   57.805762
         nan  146.705985  111.664629  111.269315   66.297125         nan  134.402504  197.819257   79.812046   77.355336   65.506996   89.874907  140.335690         nan  152.654231         nan         nan  115.061968  114.726576         nan  115.506066         nan         nan   77.724708   61.692082  125.942138  128.551076         nan         nan  196.638325  107.671102         nan  112.433624  129.661145         nan   57.586552
         nan  146.702249  111.618635  111.286394   66.241952         nan  134.492224  198.209439   80.101402   77.308132   65.400252   89.882592  140.252869         nan  152.526499         nan         nan  115.061067  114.728245         nan  115.515572         nan         nan   77.819747   61.167331  125.945056  128.679312         nan         nan  196.507964  107.690524         nan  112.488711  129.364597         nan   57.367339
         nan  146.698288  111.573450  111.303303   66.185874         nan  134.582279  198.601355   80.389374   77.261660   65.293991   89.891037  140.169941         nan  152.399262         nan         nan  115.060151  114.729894         nan  115.525154         nan         nan   77.914313   60.640536  125.947502  128.808605         nan         nan  196.379163  107.709780         nan  112.543758  129.067063         nan   57.148135
         nan  146.694097  111.529063  111.320042   66.128881         nan  134.672670  198.994962   80.675942   77.215923   65.188219   89.900244  140.086913         nan  152.272524         nan         nan  115.059220  114.731522         nan  115.534812         nan         nan   78.008411   60.111810  125.949478  128.938954         nan         nan  196.251908  107.728872         nan  112.598759  128.768506         nan   56.928951
         nan  146.689670  111.485465  111.336614   66.070960         nan  134.763398  199.390217   80.961085   77.170926   65.082942   89.910213  140.003793         nan  152.146289         nan         nan  115.058274  114.733131         nan  115.544547         nan         nan   78.102049   59.581268  125.950986  129.070360         nan         nan  196.126184  107.747803         nan  112.653708  128.468886         nan   56.709798
         nan  146.685003  111.442645  111.353020   66.012101         nan  134.854464  199.787074   81.244787   77.126673   64.978164   89.920946  139.920588         nan  152.020563         nan         nan  115.057314  114.734720         nan  115.554359         nan         nan   78.195232   59.049028  125.952028  129.202822         nan         nan  196.001979  107.766573         nan  112.708600  128.168166         nan   56.490688
         nan  146.680089  111.400593  111.369261   65.952291         nan  134.945870  200.185486   81.527029   77.083167   64.873892   89.932442  139.837305         nan  151.895349         nan         nan  115.056340  114.736290         nan  115.564248         nan         nan   78.287968   58.515210  125.952608  129.336342         nan         nan  195.879278  107.785186         nan  112.763430  127.866305         nan   56.271630
         nan  146.674924  111.359299  111.385338   65.891519         nan  135.037618  200.585407   81.807795   77.040413   64.770130   89.944703  139.753951         nan  151.770653         nan         nan  115.055351  114.737841         nan  115.574216         nan         nan   78.380262   57.979935  125.952727  129.470917         nan         nan  195.758068  107.803643         nan  112.818192  127.563264         nan   56.052637
         nan  146.669502  111.318753  111.401255   65.829771         nan  135.129709  200.986786   82.087066   76.998414   64.666885   89.957729  139.670533         nan  151.646478         nan         nan  115.054350  114.739372         nan  115.584262         nan         nan   78.472121   57.443326  125.952389  129.606549         nan         nan  195.638335  107.821945         nan  112.872880  127.259002         nan   55.833720
         nan  146.663817  111.278945  111.417011   65.767037         nan  135.222145  201.389575   82.364828   76.957174   64.564161   89.971520  139.587059         nan  151.522830         nan         nan  115.053334  114.740885         nan  115.594387         nan         nan   78.563551   56.905510  125.951596  129.743236         nan         nan  195.520067  107.840096         nan  112.927491  126.953477         nan   55.614890
         nan  146.657864  111.239866  111.432609   65.703302         nan  135.314928  201.793721   82.641065   76.916697   64.461964   89.986078  139.503535         nan  151.399712         nan         nan  115.052306  114.742378         nan  115.604591         nan         nan   78.654559   56.366611  125.950351  129.880977         nan         nan  195.403249  107.858096         nan  112.982017  126.646648         nan   55.396157
         nan  146.651638  111.201507  111.448050   65.638555         nan  135.408060  202.199173   82.915760   76.876987   64.360300   90.001402  139.419969         nan  151.277128         nan         nan  115.051264  114.743853         nan  115.614875         nan         nan   78.745150   55.826759  125.948656  130.019771         nan         nan  195.287869  107.875947         nan  113.036454  126.338471         nan   55.177534
         nan  146.645131  111.163857  111.463335   65.572782         nan  135.501542  202.605877   83.188901   76.838046   64.259173   90.017492  139.336367         nan  151.155083         nan         nan  115.050210  114.745310         nan  115.625239         nan         nan   78.835330   55.286082  125.946515  130.159617         nan         nan  195.173913  107.893652         nan  113.090796  126.028904         nan   54.959030
         nan  146.638340  111.126907  111.478466   65.505971         nan  135.595377  203.013779   83.460472   76.799880   64.158589   90.034350  139.252737         nan  151.033580         nan         nan  115.049144  114.746748         nan  115.635684         nan         nan   78.925105   54.744711  125.943931  130.300514         nan         nan  195.061369  107.911212         nan  113.145038  125.717902         nan   54.740658
         nan  146.631257  111.090650  111.493444   65.438109         nan  135.689567  203.422824   83.730461   76.762491   64.058552   90.051975  139.169085         nan  150.912624         nan         nan  115.048065  114.748168         nan  115.646210         nan         nan   79.014482   54.202775  125.940907  130.442459         nan         nan  194.950223  107.928628         nan  113.199175  125.405421         nan   54.522429
         nan  146.623877  111.055074  111.508271   65.369181         nan  135.784115  203.832956   83.998854   76.725883   63.959068   90.070367  139.085419         nan  150.792218         nan         nan  115.046974  114.749570         nan  115.656818         nan         nan   79.103465   53.660408  125.937445  130.585451         nan         nan  194.840462  107.945904         nan  113.253202  125.091416         nan   54.304352
         nan  146.616194  111.020173  111.522949   65.299175         nan  135.879021  204.244117   84.265639   76.690059   63.860143   90.089527  139.001745         nan  150.672365         nan         nan  115.045871  114.750955         nan  115.667507         nan         nan   79.192061   53.117741  125.933549  130.729487         nan         nan  194.732074  107.963039         nan  113.307113  124.775840         nan   54.086440
         nan  146.608203  110.985935  111.537477   65.228077         nan  135.974290  204.014506   84.530804   76.655024   63.761780   90.109454  138.918071         nan  150.553071         nan         nan  115.044756  114.752321         nan  115.678280         nan         nan   79.280275   52.574907  125.929222  130.874565         nan         nan  194.625046  107.980037         nan  113.360904  124.458646         nan   53.868704
         nan  146.599896  110.952354  111.551858   65.155872         nan  136.069923  203.601462   84.794337   76.620779   63.663985   90.130148  138.834403         nan  150.434337         nan         nan  115.043630  114.753671         nan  115.689135         nan         nan   79.368113   52.032037  125.924467  131.020682         nan         nan  194.519365  107.996898         nan  113.414568  124.139788         nan   53.651154
         nan  146.591268  110.919421  111.566094   65.082548         nan  136.165923  203.187565   85.056228   76.587330   63.566763   90.151610  138.750748         nan  150.316169         nan         nan  115.042493  114.755002         nan  115.700073         nan         nan   79.455581   51.489266  125.919287  131.167836         nan         nan  194.415018  108.013625         nan  113.468101  123.819217         nan   53.433801
         nan  146.582313  110.887126  111.580185   65.008088         nan  136.262292  202.772876   85.316466   76.554678   63.470119   90.173838  138.667112         nan  150.198568         nan         nan  115.041345  114.756317         nan  115.711096         nan         nan   79.542684   50.946725  125.913686  131.316023         nan         nan  194.311994  108.030219         nan  113.521499  123.496885         nan   53.216657
         nan  146.573024  110.855462  111.594133   64.932480         nan  136.359034  202.357457   85.575041   76.522828   63.374057   90.196833  138.583503         nan  150.081538         nan         nan  115.040186  114.757615         nan  115.722203         nan         nan   79.629426   50.404546  125.907668  131.465239         nan         nan  194.210279  108.046681         nan  113.574755  123.172741         nan   52.999732
         nan  146.563396  110.824420  111.607938   64.855707         nan  136.456151  201.941370   85.831944   76.491783   63.278582   90.220593  138.499926         nan  149.965084         nan         nan  115.039017  114.758895         nan  115.733395         nan         nan   79.715814   49.862862  125.901235  131.615482         nan         nan  194.109862  108.063015         nan  113.627864  122.846737         nan   52.783036
         nan  146.553421  110.793993  111.621604   64.777756         nan  136.553646  201.524676   86.087166   76.461545   63.183700   90.245120  138.416390         nan  149.849207         nan         nan  115.037837  114.760159         nan  115.744672         nan         nan   79.801854   49.321802  125.894391  131.766748         nan         nan  194.010730  108.079220         nan  113.680823  122.518819         nan   52.566581
         nan  146.543094  110.764171  111.635130   64.698611         nan  136.651521  201.107439   86.340698   76.432118   63.089414   90.270412  138.332900         nan  149.733911         nan         nan  115.036647  114.761407         nan  115.756035         nan         nan   79.887549   48.781496  125.887140  131.919032         nan         nan  193.912871  108.095299         nan  113.733625  122.188938         nan   52.350378
         nan  146.532407  110.734947  111.648518   64.618257         nan  136.749780  200.689723   86.592533   76.403506   62.995730   90.296469  138.249462         nan  149.619199         nan         nan  115.035447  114.762638         nan  115.767484         nan         nan   79.972905   48.242074  125.879485  132.072330         nan         nan  193.816273  108.111253         nan  113.786266  121.857041         nan   52.134437
         nan  146.521354  110.706314  111.661769   64.536678         nan  136.848427  200.271592   86.842662   76.375710   62.902652   90.323290  138.166084         nan  149.505074         nan         nan  115.034237  114.763852         nan  115.779020         nan         nan   80.057927   47.703663  125.871429  132.226638         nan         nan  193.720924  108.127084         nan  113.838742  121.523073         nan   51.918768
         nan  146.509929  110.678263  111.674885   64.453859         nan  136.947463  199.853110   87.091079   76.348736   62.810184   90.350874  138.082772         nan  149.391538         nan         nan  115.033018  114.765051         nan  115.790643         nan         nan   80.142621   47.166390  125.862977  132.381951         nan         nan  193.626813  108.142794         nan  113.891046  121.186983         nan   51.703382
         nan  146.498124  110.650787  111.687866   64.369784         nan  137.046894  199.434343   87.337777   76.322584   62.718331   90.379221  137.999532         nan  149.278595         nan         nan  115.031789  114.766234         nan  115.802354         nan         nan   80.226990   46.630379  125.854133  132.538265         nan         nan  193.533926  108.158383         nan  113.943175  120.848714         nan   51.488290
         nan  146.485933  110.623878  111.700714   64.284436         nan  137.146720  199.015356   87.582750   76.297259   62.627099   90.408329  137.916370         nan  149.166247         nan         nan  115.030552  114.767401         nan  115.814153         nan         nan   80.311041   46.095753  125.844899  132.695573         nan         nan  193.442254  108.173854         nan  113.995124  120.508211         nan   51.273502
         nan  146.473349  110.597529  111.713431   64.197799         nan  137.246948  198.596214   87.825992   76.272763   62.536490   90.438198  137.833293         nan  149.054497         nan         nan  115.029305  114.768552         nan  115.826040         nan         nan   80.394777   45.562633  125.835280  132.853870         nan         nan  193.351784  108.189208         nan  114.046887  120.165419         nan   51.059028
         nan  146.460365  110.571731  111.726016   64.109856         nan  137.347579  198.176984   88.067498   76.249099   62.446509   90.468827  137.750307         nan  148.943347         nan         nan  115.028049  114.769688         nan  115.838017         nan         nan   80.478204   45.031140  125.825279  133.013151         nan         nan  193.262504  108.204447         nan  114.098460  119.820280         nan   50.844879
         nan  146.446974  110.546479  111.738472   64.020591         nan  137.448617  197.757731   88.307263   76.226270   62.357162   90.500215  137.667418         nan  148.832799         nan         nan  115.026785  114.770809         nan  115.850084         nan         nan   80.561326   44.501389  125.814901  133.173410         nan         nan  193.174404  108.219572         nan  114.149840  119.472736         nan   50.631065
         nan  146.433168  110.521764  111.750800   63.929987         nan  137.550066  197.338521   88.545283   76.204279   62.268452   90.532360  137.584633         nan  148.722857         nan         nan  115.025513  114.771915         nan  115.862240         nan         nan   80.644147   43.973496  125.804149  133.334641         nan         nan  193.087471  108.234584         nan  114.201020  119.122730         nan   50.417595
         nan  146.418941  110.497579  111.763001   63.838026         nan  137.651931  196.919420   88.781552   76.183129   62.180383   90.565262  137.501957         nan  148.613522         nan         nan  115.024232  114.773005         nan  115.874488         nan         nan   80.726673   43.447573  125.793027  133.496838         nan         nan  193.001696  108.249485         nan  114.251996  118.770202         nan   50.204481
         nan  146.404285  110.473918  111.775075   63.744690         nan  137.754214  196.500495   89.016069   76.162822   62.092960   90.598919  137.419397         nan  148.504797         nan         nan  115.022944  114.774081         nan  115.886826         nan         nan   80.808908   42.923731  125.781539  133.659993         nan         nan  192.917066  108.264277         nan  114.302765  118.415092         nan   49.991731
         nan  146.389192  110.450773  111.787024   63.649962         nan  137.856919  196.081811   89.248829   76.143361   62.006186   90.633330  137.336958         nan  148.396684         nan         nan  115.021647  114.775142         nan  115.899256         nan         nan   80.890856   42.402078  125.769690  133.824100         nan         nan  192.833570  108.278960         nan  114.353320  118.057339         nan   49.779357
         nan  146.373655  110.428137  111.798850   63.553825         nan  137.960051  195.663435   89.479829   76.124749   61.920067   90.668493  137.254646         nan  148.289184         nan         nan  115.020343  114.776189         nan  115.911778         nan         nan   80.972521   41.882717  125.757483  133.989153         nan         nan  192.751198  108.293537         nan  114.403659  117.696882         nan   49.567367
         nan  146.357667  110.406003  111.810553   63.456258         nan  138.063613  195.245432   89.709068   76.106989   61.834607   90.704407  137.172468         nan  148.182301         nan         nan  115.019031  114.777221         nan  115.924393         nan         nan   81.053909   41.365752  125.744922  134.155143         nan         nan  192.669939  108.308008         nan  114.453777  117.333658         nan   49.355771
         nan  146.341219  110.384366  111.822134   63.357245         nan  138.167610  194.827868   89.936542   76.090082   61.749808   90.741070  137.090428         nan  148.076035         nan         nan  115.017713  114.778239         nan  115.937101         nan         nan   81.135022   40.851281  125.732011  134.322063         nan         nan  192.589782  108.322376         nan  114.503669  116.967605         nan   49.144579
         nan  146.324304  110.363217  111.833594   63.256765         nan  138.272046  194.410808   90.162251   76.074032   61.665676   90.778482  137.008533         nan  147.970389         nan         nan  115.016387  114.779243         nan  115.949903         nan         nan   81.215866   40.339401  125.718755  134.489906         nan         nan  192.510716  108.336641         nan  114.553331  116.598660         nan   48.933800
         nan  146.306915  110.342551  111.844935   63.154801         nan  138.376926  193.994318   90.386193   76.058841   61.582214   90.816639  136.926788         nan  147.865364         nan         nan  115.015054  114.780233         nan  115.962798         nan         nan   81.296444   39.830205  125.705158  134.658664         nan         nan  192.432730  108.350804         nan  114.602759  116.226756         nan   48.723444
         nan  146.289042  110.322360  111.856158   63.051333         nan  138.482252  193.578460   90.608366   76.044511   61.499427   90.855540  136.845199         nan  147.760962         nan         nan  115.013714  114.781209         nan  115.975789         nan         nan   81.376760   39.323784  125.691224  134.828328         nan         nan  192.355815  108.364868         nan  114.651948  115.851831         nan   48.513520
         nan  146.270677  110.302639  111.867263   62.946340         nan  138.588031  193.163301   90.828770   76.031045   61.417318   90.895184  136.763771         nan  147.657185         nan         nan  115.012368  114.782172         nan  115.988874         nan         nan   81.456819   38.820226  125.676957  134.998890         nan         nan  192.279959  108.378834         nan  114.700895  115.473817         nan   48.304038
         nan  146.251814  110.283380  111.878252   62.839804         nan  138.694266  192.748903   91.047406   76.018446   61.335892   90.935568  136.682511         nan  147.554035         nan         nan  115.011016  114.783121         nan  116.002055         nan         nan   81.536625   38.319613  125.662361  135.170342         nan         nan  192.205153  108.392702         nan  114.749596  115.092648         nan   48.095006
         nan  146.232442  110.264578  111.889125   62.731704         nan  138.800963  192.335329   91.264271   76.006715   61.255152   90.976691  136.601422         nan  147.451512         nan         nan  115.009657  114.784057         nan  116.015332         nan         nan   81.616180   37.822027  125.647441  135.342674         nan         nan  192.131386  108.406474         nan  114.798046  114.708257         nan   47.886434
         nan  146.212554  110.246226  111.899884   62.622020         nan  138.908125  191.922642   91.479368   75.995855   61.175102   91.018550  136.520511         nan  147.349618         nan         nan  115.008292  114.784980         nan  116.028706         nan         nan   81.695490   37.327546  125.632201  135.515877         nan         nan  192.058648  108.420152         nan  114.846242  114.320576         nan   47.678330
         nan  146.192142  110.228318  111.910530   62.510730         nan  139.015757  191.510904   91.692696   75.985869   61.095745   91.061143  136.439783         nan  147.248356         nan         nan  115.006921  114.785890         nan  116.042178         nan         nan   81.774557   36.836244  125.616646  135.689943         nan         nan  191.986929  108.433737         nan  114.894179  113.929537         nan   47.470704
         nan  146.171195  110.210848  111.921063   62.397815         nan  139.123865  191.100176   91.904257   75.976758   61.017087   91.104469  136.359243         nan  147.147725         nan         nan  115.005545  114.786788         nan  116.055746         nan         nan   81.853386   36.348193  125.600779  135.864861         nan         nan  191.916219  108.447229         nan  114.941854  113.535069         nan   47.263563
         nan  146.149707  110.193810  111.931485   62.283252         nan  139.232453  190.690519   92.114052   75.968525   60.939129   91.148524  136.278895         nan  147.047727         nan         nan  115.004163  114.787672         nan  116.069413         nan         nan   81.931980   35.863461  125.584605  136.040623         nan         nan  191.846508  108.460631         nan  114.989263  113.137105         nan   47.056917
         nan  146.127667  110.177197  111.941796   62.167020         nan  139.341526  190.281991   92.322081   75.961171   60.861877   91.193307  136.198746         nan  146.948364         nan         nan  115.002776  114.788544         nan  116.083179         nan         nan   82.010343   35.382111  125.568128  136.217217         nan         nan  191.777785  108.473943         nan  115.036402  112.735573         nan   46.850774
         nan  146.105066  110.161004  111.951998   62.049098         nan  139.451089  189.874652   92.528348   75.954700   60.785334   91.238815  136.118800         nan  146.849636         nan         nan  115.001383  114.789404         nan  116.097044         nan         nan   82.088478   34.904206  125.551353  136.394635         nan         nan  191.710043  108.487167         nan  115.083268  112.330402         nan   46.645143
         nan  146.081897  110.145225  111.962092   61.929463         nan  139.561147  189.468560   92.732854   75.949112   60.709503   91.285046  136.039062         nan  146.751544         nan         nan  114.999986  114.790252         nan  116.111009         nan         nan   82.166389   34.429805  125.534284  136.572865         nan         nan  191.643270  108.500304         nan  115.129857  111.921521         nan   46.440031
         nan  146.058148  110.129854  111.972078   61.808092         nan  139.671705  189.063773   92.935602   75.944411   60.634389   91.331996  135.959537         nan  146.654090         nan         nan  114.998583  114.791087         nan  116.125074         nan         nan   82.244080   33.958961  125.516926  136.751897         nan         nan  191.577458  108.513355         nan  115.176165  111.508859         nan   46.235448
         nan  146.033811  110.114886  111.981957   61.684963         nan  139.782769  188.660345   93.136594   75.940598   60.559994   91.379664  135.880229         nan  146.557275         nan         nan  114.997176  114.791911         nan  116.139240         nan         nan   82.321552   33.491727  125.499282  136.931720         nan         nan  191.512596  108.526322         nan  115.222189  111.092342         nan   46.031400
         nan  146.008876  110.100313  111.991731   61.560053         nan  139.894344  188.258333   93.335832   75.937674   60.486323   91.428047  135.801144         nan  146.461098         nan         nan  114.995765  114.792723         nan  116.153507         nan         nan   82.398811   33.028151  125.481358  137.112324         nan         nan  191.448676  108.539204         nan  115.267925  110.671898         nan   45.827897
         nan  145.983334  110.086132  112.001400   61.433338         nan  140.006435  187.857790   93.533322   75.935643   60.413378   91.477141  135.722285         nan  146.365562         nan         nan  114.994349  114.793524         nan  116.167876         nan         nan   82.475858   32.568279  125.463158  137.293696         nan         nan  191.385688  108.552005         nan  115.313371  110.247454         nan   45.624945
         nan  145.957174  110.072335  112.010964   61.304795         nan  140.119047  187.458770   93.729064   75.934506   60.341164   91.526944  135.643658         nan  146.270666         nan         nan  114.992928  114.794313         nan  116.182348         nan         nan   82.552698   32.112153  125.444687  137.475827         nan         nan  191.323622  108.564725         nan  115.358522  109.818937         nan   45.422553
         nan  145.930387  110.058918  112.020426   61.174399         nan  140.232187  187.061324   93.923065   75.934264   60.269684   91.577454  135.565266         nan  146.176412         nan         nan  114.991504  114.795091         nan  116.196923         nan         nan   82.629333   31.659813  125.425948  137.658704         nan         nan  191.262470  108.577364         nan  115.403375  109.386273         nan   45.220728
         nan  145.902962  110.045876  112.029786   61.042127         nan  140.345859  186.665505   94.115326   75.934919   60.198941   91.628666  135.487115         nan  146.082799         nan         nan  114.990076  114.795858         nan  116.211601         nan         nan   82.705767   31.211294  125.406946  137.842315         nan         nan  191.202223  108.589925         nan  115.447928  108.949387         nan   45.019478
         nan  145.874890  110.033202  112.039044   60.907953         nan  140.460069  186.271361   94.305853   75.936474   60.128938   91.680579  135.409209         nan  145.989829         nan         nan  114.988644  114.796613         nan  116.226382         nan         nan   82.782003   30.766631  125.387687  138.026649         nan         nan  191.142872  108.602408         nan  115.492177  108.508207         nan   44.818809
         nan  145.846159  110.020891  112.048202   60.771853         nan  140.574823  185.878941   94.494650   75.938930   60.059681   91.733188  135.331551         nan  145.897503         nan         nan  114.987208  114.797359         nan  116.241269         nan         nan   82.858042   30.325852  125.368173  138.211694         nan         nan  191.084407  108.614815         nan  115.536118  108.062657         nan   44.618730
         nan  145.816759  110.008938  112.057261   60.633801         nan  140.690126  185.488293   94.681721   75.942288   59.991170   91.786491  135.254146         nan  145.805819         nan         nan  114.985769  114.798093         nan  116.256261         nan         nan   82.933890   29.888987  125.348410  138.397437         nan         nan  191.026820  108.627146         nan  115.579750  107.612663         nan   44.419247
         nan  145.786680  109.997338  112.066220   60.493771         nan  140.805985  185.099464   94.867071   75.946550   59.923411   91.840484  135.176998         nan  145.714780         nan         nan  114.984327  114.798817         nan  116.271358         nan         nan   83.009547   29.456059  125.328403  138.583865         nan         nan  190.970102  108.639402         nan  115.623069  107.158152         nan   44.220367
         nan  145.755910  109.986084  112.075082   60.351738         nan  140.922405  184.712498   95.050706   75.951718   59.856406   91.895165  135.100111         nan  145.624385         nan         nan  114.982881  114.799531         nan  116.286561         nan         nan   83.085018   29.027091  125.308155  138.770967         nan         nan  190.914245  108.651586         nan  115.666072  106.699049         nan   44.022098
         nan  145.724439  109.975174  112.083847   60.207675         nan  141.039392  184.327439   95.232631   75.957794   59.790158   91.950529  135.023490         nan  145.534634         nan         nan  114.981433  114.800234         nan  116.301871         nan         nan   83.160305   28.602102  125.287671  138.958728         nan         nan  190.859240  108.663697         nan  115.708756  106.235281         nan   43.824446
         nan  145.692255  109.964599  112.092516   60.061555         nan  141.156952  183.944330   95.412850   75.964778   59.724671   92.006573  134.947137         nan  145.445528         nan         nan  114.979981  114.800928         nan  116.317288         nan         nan   83.235410   28.181108  125.266957  139.147137         nan         nan  190.805077  108.675737         nan  115.751119  105.766773         nan   43.627417
         nan  145.659346  109.954357  112.101089   59.913352         nan  141.275092  183.563213   95.591370   75.972672   59.659949   92.063293  134.871056         nan  145.357067         nan         nan  114.978527  114.801612         nan  116.332813         nan         nan   83.310336   27.764124  125.246015  139.336180         nan         nan  190.751750  108.687707         nan  115.793157  105.293453         nan   43.431019
         nan  145.625702  109.944442  112.109567   59.763038         nan  141.393816  183.184127   95.768196   75.981478   59.595994   92.120686  134.795252         nan  145.269251         nan         nan  114.977071  114.802286         nan  116.348446         nan         nan   83.385087   27.351161  125.224851  139.525844         nan         nan  190.699249  108.699608         nan  115.834869  104.815248         nan   43.235257
         nan  145.591310  109.934848  112.117952   59.610585         nan  141.513132  182.807112   95.943336   75.991197   59.532809   92.178748  134.719728         nan  145.182080         nan         nan  114.975611  114.802951         nan  116.364189         nan         nan   83.459663   26.942229  125.203469  139.716115         nan         nan  190.647566  108.711441         nan  115.876252  104.332086         nan   43.040138
         nan  145.556159  109.925571  112.126244   59.455966         nan  141.633045  182.432205   96.116793   76.001831   59.470398   92.237476  134.644487         nan  145.095554         nan         nan  114.974150  114.803606         nan  116.380040         nan         nan   83.534069   26.537335  125.181874  139.906980         nan         nan  190.596694  108.723206         nan  115.917302  103.843895         nan   42.845669
         nan  145.520236  109.916606  112.134443   59.299151         nan  141.753563  182.059442   96.288577   76.013380   59.408764   92.296864  134.569534         nan  145.009673         nan         nan  114.972687  114.804252         nan  116.396002         nan         nan   83.608306   26.136482  125.160070  140.098425         nan         nan  190.546623  108.734906         nan  115.958019  103.350605         nan   42.651854
         nan  145.483530  109.907947  112.142551   59.140112         nan  141.874690  181.688858   96.458691   76.025846   59.347911   92.356911  134.494871         nan  144.924437         nan         nan  114.971221  114.804889         nan  116.412073         nan         nan   83.682377   25.739675  125.138061  140.290436         nan         nan  190.497345  108.746541         nan  115.998399  102.852146         nan   42.458700
         nan  145.446027  109.899591  112.150568   58.978820         nan  141.996433  181.320488   96.627145   76.039230   59.287840   92.417611  134.420501         nan  144.839846         nan         nan  114.969754  114.805517         nan  116.428256         nan         nan   83.756284   25.346913  125.115852  140.482998         nan         nan  190.448854  108.758112         nan  116.038440  102.348449         nan   42.266214
         nan  145.407714  109.891532  112.158495   58.815245         nan  142.118800  180.954363   96.793943   76.053533   59.228556   92.478960  134.346429         nan  144.755900         nan         nan  114.968285  114.806137         nan  116.444551         nan         nan   83.830030   24.958195  125.093448  140.676099         nan         nan  190.401140  108.769620         nan  116.078139  101.839448         nan   42.074400
         nan  145.368580  109.883765  112.166333   58.649358         nan  142.241795  180.590515   96.959095   76.068756   59.170062   92.540954  134.272657         nan  144.672598         nan         nan  114.966814  114.806748         nan  116.460958         nan         nan   83.903616   24.573516  125.070853  140.869722         nan         nan  190.354196  108.781066         nan  116.117496  101.325074         nan   41.883264
